Review Text Original,Description Original,hallucination_groundtruth,Hallucination Confidence Score
"{'I thought this computer was a great value when I bought it on sale! The battery life is good and I like the sleek, modern design.'}",The person likes the lightweight design of this laptop to carry it anywhere,1,0.1
{'This is a excellent laptop for work or personal use. Very fast and efficient.'},The person likes to work on this laptop,1,0.1
"{'very good processor especially for its price bracket, you can""t find anything like it.'}",The person likes that he/she can work on some projects with this laptop,1,0.84
"{'Bought this recently for school. I love the laptop. It""s fast and amazing for the price. Would definitely recommend'}",The student likes the microphone feature of the laptop to hear teachers,1,0.82
"{'Great service, product better than described.  Ready in timely fashion'}",The person likes to work on some projects with this laptop,1,0.68
"{'Good laptop for homework, kids and light gaming and more.'}",The person likes the processing unit speed of the Microsoft Surface Book 3 to play some light games.,1,0.1
{'It is good very fast machine so worth  the money  good'},The person likes the ease of use of this laptop,1,0.78
"{'just an average computer can still do everything, would really recommend for day to day use'}",The person likes to play games on this laptop,1,0.83
"{'This Lenovo is good for gaming but the battery isn""t for gaming, So you""ll need a great extra battery to replace!'}",The person dont like that this laptops battery isnt good enough for gaming,1,0.0
{'This is an upgrade from my previous Lenovo that has been my work laptop for the last 5 l  years. That unit still works great but I need a larger storage capacity and the upgraded processor is a bonus.This new unit was an amazing deal and is living up to the standard of my previous unit. By far Best Buy had the most aggresive pricing and shipped it to my front door at no additional cost. Highly recommend the brand and BB.'},The person likes the storage capacity of this laptop to work,1,0.0
{'Great laptop for the price... Battery last for about 5 or 6 hours. Great for classes'},The person likes to teach with this laptop,1,0.96
{'Fantastic computer for the price!!  Very easy to set up and start using.  Transferred everything from my old computer and was up and running in one day.'},The person likes that this laptop is easy to set up and use,1,0.0
"{'Great value. Works well for what I need, general business use.'}",The customer uses this device in an average day of working action.,1,0.95
{'Excellent laptop. For the price it unbeatable. We purchased for my sons home school to replace his chromebook. Considerable upgrade from the chromebooo.'},The person likes that this laptop is suitable for virtual teaching,1,0.78
{'Nice laptop for working from home. I would recommend.'},The person likes to work on some projects with this laptop,1,0.72
{'This laptop is great. I bought it for those days I have to remote into thr office but it is great for everyday use also. It actually has a touch screen which I didnt know until my faughter used it one day. I would definitely recommend.'},The person likes the touchscreen of this laptop to work from home.,1,0.49
"{'Having owned and used a Surface for 10 years this laptop, considering technology growth is a dream to use.'}",The person likes to work on some projects with this laptop,1,0.81
{'Easy set up and easy to use! Does everything I need in a laptop for home use.'},The person likes to use this laptop for virtual teaching,1,0.1
{'Love this computer!!!!! Got a great deal as well.!'},The person likes to work on some projects with this laptop,1,0.87
"{'Easy to set up, use, see screen,...easy on eyes, hand, pocket. A wonderful computer.'}",The person likes the ease of use of this laptop,1,0.1
"{'The most excellent product that i  bouth ,help me at lot for my job And easy to use'}",The person likes to work on some projects with this laptop,1,0.68
{'It^s the best it was exactly what I needed to work from home'},The person likes to work on some projects with this laptop,1,0.1
{'This laptop was exactly that we needed for our family. It holds a great charge.'},The person likes to work on some projects with this laptop,1,0.88
{'Lifhtbweight esdy navigate/ exactly whst i was needibg'},The person likes the touchscreen function of this laptop,1,0.99
{'Amazing laptop! Fast and responsive. The only downside is I didnt get it in a bigger size'},The person likes that this laptops microphone is good to hear students,1,0.6
{'VERY GOOD PRODUT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1'},The person likes the laptop due to its good microphone,1,0.1
{'Very pleased. Fast and efficient. Have had several laptops and for the price this was a great fit for us.'},The person likes the laptop speed and efficiency while teaching,1,0.69
{'It^s generally fast and light. Great computer for work from home jobs'},The person likes to work on some projects with this laptop,1,0.1
{'Very nice laptop. Very fast. Very happy with my purchase.'},The person likes to work on some projects with this laptop,1,0.94
"{'So far, so good.  I bought this laptop as I have found Lenovo laptops to be very long lived,  Too soon for longevity, but it works.  I do like the keyboard.'}",The person dont like the touchpad of this laptop to type on it,1,0.1
{'Works fine. Just getting used to Windows 11. I like it'},The person likes to work on some projects with this laptop,1,0.91
"{'Specs are awesome. Touch screen, type c for data only. Laptop case is flimsy, there are reviews in Amazon, Not a good build quality. No lags . Laptop works as expected. Battery life is not that great.'}",The person likes to work on some projects with this laptop,1,0.97
{'I am not very good with computers. So when I was able to turn it on and set it up my self was wonderful. They made it easy enough that I could do it. Thank you'},The person likes to teach online with this laptop,1,0.91
{'Great laptop for general use! Speed is great and screen quality looks really good.'},The person likes to use this laptop due to its screen size,1,0.0
{'Computer is everything we had hoped it would be. This was a very good purchase'},The person likes to work on some projects with this laptop,1,0.83
"{'I""ve just started using this computer and I am pleased with it""s performance.'}",The person likes the touchscreen feature of this laptop,1,0.75
{'so far blazing fast n gud.excellent value for moneywould recommend anytime'},The person likes that he/she can hear everything clearly on this laptop,1,0.85
"{'So far it""s been a great laptop. Love the touchscreen and it""s fairly lightweight. I got it on sale and it was definitely worth $430!'}",The person likes to work on some projects with this laptop,1,1.0
"{'This is a pretty good product, I wish it was a bit faster, it slows down frequently.'}",The person dont like that this laptop slows down frequently,1,0.0
{'Great little laptop use it for school and various other projects'},The person likes to work on some projects with this laptop,1,0.1
{'Got this laptop as a deal of the day item and so far it is fantastic!  Super fast and super lightweight!'},The person likes that this laptop is super fast and lightweight to work with.,1,0.0
{'Great price for all the features.Sleek and fast and easy to use...perfect buy for my creative embroidery platform'},The person likes to work on some projects with this laptop,1,0.88
"{'Excellent computer!,for students and normal people!'}",The person likes that he/she can work on some projects with this laptop,1,0.75
"{'can""t complain about the size of the laptop. there are  couple issues I""ve encountered in using this computer. First, in using the touch screen feature, seems either the base is too light or the screen half is too heavy or vice versa. I need to brace the top half against a backboard to use the touch screen feature.'}",The person dont like to work with this laptop because its screen isnt good to use touch,1,0.0
"{'Happy with this purchase. Great speed, nice resolution, lightweight. This is a really good quality laptop.'}",The person likes to teach online on this laptop,1,0.92
"{'If you""re looking for a review of this product as a high-powered gaming and video player...you""ve opened the wrong review.  My review will stick with the basics as a short time owner.  The laptop arrived in excellent shape in a very timely manner.  Best Buy""s webpage description was spot on.  All keys and ports are in good working order.  Speed and video quality are fine for my non-gaming needs.  This Lenovo will replace my 10 year old Lenovo.  I continue to be very pleased with their products and Best Buy.'}",The person likes that this laptop can replace his old one due to its speed and video quality,1,0.0
{'Would def recommend.  Best computer ever!!!!!!!!!!'},The person likes to work on some projects with this laptop,1,0.92
"{'The best price for my computer and very good purchase, the best appliance store, very friendly staff'}",The person likes that he/she can work on some projects with this laptop,1,0.77
{'I like the touch screen and the ten keys on the side. It makes typing more convenient. The value is great.'},The Employee likes the soundbar functionality in the Microsoft Surface Book 3 to perform presentation functions at work.,1,0.69
{'Needed to update my computer looked over the computers and was suggested by the clerk at this computer is a cats meow. Well it^s very very nice. The graphic is amazing. The speed is fast as greased lightning. Very happy with the purchase plan. Do use it to go over videos And special things for Music'},The person likes to work on some projects with this laptop,1,0.79
{'Good deal and nice Lenovo laptop with amazing experience with best buy'},The person likes to work on some projects with this laptop,1,0.93
{'The worseee!I never got my laptop and Best Buy don^t want to respond!!! Please HELP'},The person dont like to use this laptops microphone to hear others,1,0.78
{'Very happy with this purchase. The sales person that helped me with this purchase was very helpful and professional.'},The person likes to work on some projects with this laptop,1,0.83
{'Amazing laptop super fast use everyday for programming vehicles love it'},The person likes to work on some projects with this laptop,1,0.9
{'Fingerprint is not working can^t trust on pre owned products'},The person dont like that the fingerprint scanner doesnt work in this laptop,1,0.1
{'Well done beast buy good buy worth the purchase yea'},The person likes to work with this laptop due to its high speed and camera.,1,0.92
{'Excellent laptop for a chea price even though Best Buy would not sell it to me at the advertised price initially.'},The person likes that he/she can hear his/her students well through this laptops microphone,1,0.76
"{'Nice, light and thin with a good sized screen. Enjoy the Lenovo brand for the third Laptop in a row. Except for my much older laptop""s battery balloon""ing up and breaking the case all laptops since then have worked amazingly. This one included lots of features that ive been looking for in a laptop.'}",The person likes to work on some projects with this laptop,1,0.91
"{'It""s good runs pretty smooth but the fans are loud and dont ventilate very well'}",The person dont like that this laptops fans are loud and dont ventilate very well,1,0.0
{'I happened to catch this when it was on sale for $350 what a steal this thing is nice and rugged and fast I absolutely love it!'},The person likes to work on some projects with this laptop,1,0.98
{'While the charger port is a bit of a letdown ( non USB-C) the computer itself is a solid budget priced laptop.'},The person dont like that this laptops charger port is USB-C instead of USB-A.,1,0.0
{'The laptop performs as expected.  Very lightweight for the screen size.'},The person likes to use this laptop because its weight is perfect to use on the go.,1,0.77
"{'I love this laptop. Wish I had bought two for my business. It is super fast processing, at a great price. Bought it during a sale but it""s worth the money.'}",The person likes to work on some projects with this laptop,1,0.91
{'great laptop and excellent price. quality quality and quality'},The person likes that this laptop has good microphone to hear the students in class,1,0.76
"{'Laptop is very good for the price, but the windows OS force me to create a Microsoft Account to access it.'}",The person likes that he/she can use this laptop without creating an account.,1,0.1
{'Great laptop.  Even a 75 year old man learn to use it In no time'},The person likes to work on some projects with this laptop,1,0.79
{'Works as expected Little to no leg on the processor for the word documents and schoolwork that has been done on it great computer for young adults and kids and anyone who needs a basic laptop'},The person likes to work on some projects with this laptop,1,0.68
{'This laptop met all my expectations for business and personal use'},The person likes that he/she can work on some projects with this laptop,1,0.75
{'W Laptop tbh nothing else being said but also eBay costumer service helped me with finding this gem of a laptop'},The person likes to use the touch screen of this laptop,1,0.91
{'Great Lenovo laptop for an amazing price. Definitely recommend this laptop'},The person likes that this laptop can be used for virtual teaching.,1,0.96
{'Excellent laptop for the price.  Lightweight with good graphics and speed.  Our granddaughter give it a 10 out of 10.'},The person likes to work on some projects with this laptop,1,0.86
{'Perfect laptop for those who might be in school or just need a laptop for work.'},The person likes to work on this laptop,1,0.1
"{'I love this laptop. I couldn""t have made a better purchase.'}",The person likes that he/she can teach with this laptop,1,1.0
{'Broke on the third week! I used it only for school and nothing else. First time getting a Lenovo and last time buying from Best Buy! This 2 week return policy is ridiculous. I will never set foot there again!'},The person dont like to use this laptop due to its microphone that makes the teacher hear his/her voice while teaching.,1,0.97
"{'I have had this laptop for close to 3 weeks, and find it to be a good buy.  Easy to set-up and would recommend it to anyone looking for a good laptop for work.'}",The person likes the ease of setting up this laptop,1,0.72
"{'Is really amazing, big capacity and the design and super thin i love it !'}",The person likes that he/she can hear the teacher with this laptop,1,0.98
"{'I am really enjoying this laptop, so much more than I expected'}",The person likes to work on some projects with this laptop,1,0.83
"{'Works as expected. Fast delivery, and no issues yet.'}",The person likes the touchscreen feature of this laptop,1,1.0
"{'Got it for a great price, was easy to set up, runs fast also. Love the touch screen'}",The person likes to work on some projects with this laptop,1,0.96
"{'It""s lite, fast enough for daily uses, web surfing, hulu watching and such. And, was on sale. Much thanks to sales tech that helped spend the right amount of money, in stead of buying a unit twice the price.'}",The person likes to use this laptop for daily uses,1,0.0
{'Great device for common and daily tasks. Office and family wise recommended'},The person likes to work on some projects with this laptop,1,0.55
{'I absolutely love this laptop. It does everything i need it to do to run my online business. It was a great buy money well spent.'},The person likes to work on some projects with this laptop,1,0.85
{'Everything we were looking for in a laptop! Spent several hours reading reviews on several different laptops.'},The person likes the sound quality of this laptop,1,0.82
"{'Amazing computer for work, its so simple wo work and great for multitasking'}",The person likes that this laptop is easy to multitask,1,0.35
{'It was good it was great it was awesome it is a good laptop'},The person likes that he/she can work on some projects with this laptop,1,0.83
"{'Excellent laptop, Give me more than I expected Good battery and easy to work'}",The person likes that this laptop can be used for work,1,0.1
{'Best laptop for the Price I got this with a heavy discount half price.'},The person likes to teach using this laptop,1,1.0
"{'Amazing computer, especially for the price.  Very fast.  Great for school.'}",The person likes that this laptop is great for school,1,0.0
"{'1st time using a Lenovo. The battery life isn""t as good as the battery on my previous laptop. I""ve only been using it for a month, but I""ve been happy with it so far.'}",The person dont like to hear the microphone sound from this laptop,1,0.93
"{'This laptop is the definition of bang for your buck. Its very sleek, and has any port you need. Very responsive. Would recommend to anyone'}",The person likes to teach on this laptop,1,0.9
"{'Thing does what its meant to do, no freezes no nothing, very satisfy'}",The person likes that he/she can work on some projects with this laptop,1,0.97
{'I was very happy with service I got. I will return for other products.'},The customer enjoys working in the product,1,0.57
{'New purchase so long enough to use for much review'},The person likes to work on some projects with this laptop,1,0.87
"{'My computer is exactly what I expected. The batter could later a bit longer and the fan is a little loud, but overall I^m happy.'}",The person dont like the fan because it is loud,1,0.0
{'So far so good! Thank you and the young sales man Sam'},The person likes to work on some projects with this laptop,1,0.9
"{'Not a bad computer for the price.  Overall, a good laptop, but it should have a slider over the camera instead of a piece of tape.'}",The person likes to teach with this laptop,1,0.96
{'Excellent specs for the price.  Easy to use right out of the box.'},The person likes that he/she can work on some projects with this laptop,1,0.92
"{'Is my new computer in the last 10 years, a d i think i got a great deal, i love it'}",The person likes to work on some projects with this laptop,1,0.84
{'Very nice laptop for a good price. Nice display and speed.'},The person likes that this laptop is good for virtual teaching,1,0.1
"{'nice laptop, does everything i need and more. would recommend to anyone looking for a basic laptop'}",The person likes that this laptop can be used for virtual teaching,1,0.84
{'thank you guys i love my new laptop and I like it keep up the good work'},The person likes to work on some projects with this laptop,1,0.1
"{'Works great, quality item! Would definitely recommend!'}",The person likes that he/she can work on some projects with this laptop,1,0.75
{'It^s lightweight and fits perfect on my home desk.'},The person likes that this laptop is lightweight to carry around,1,0.1
{'This laptop is overall the best and it^s convenient for work.'},The person likes that this laptop is convenient for work,1,0.0
{'Loving this laptop so far. Huge upgrade from my last one'},The person likes to work on some projects with this laptop,1,0.94
"{'Lenovo is a decent laptop for someone who doesn""t do much on them. Not used for school or business, just personal stuff. Only had it a month or so so it""s still new. The only drawback is there aren""t more ports to plug in things and the speakers are weak. Otherwise, it suffices.'}",The Employee likes the Lenovo Thinkpad T14 due to its large touchscreen.,1,0.1
{'Meets all my requirements perfectly. There is little more to add'},The person likes that he/she can work on some projects with this laptop,1,0.86
{'GREAT PRODUCT - FAST DELIVERY GOOD FAST LAPTOP RELIABLE OPERATION - LOW PRICE'},The person likes to work on some projects with this laptop,1,0.88
"{'decent computer at a good price. I don""t need the good graphics.'}",The person likes that he/she can hear the voice of the teacher through this laptop,1,1.0
{'I bought this Lenovo laptop to upgrade from another Lenovo laptop that didnt have as much memory and hard disk space.  I love Lenovo products as I have had several prior to my retirement when I was working in sales.  This is an excellent computer for the money.'},The person likes to work on some projects with this laptop,1,0.94
{'Very fair priced and easy to set up. Works very good and pretty fast speed'},The person likes that this laptop is easy to set up,1,0.0
"{'so far this is what I needed, and the price was right. Best Buy Geek Squard was helpful with setting it up .'}",The person likes to work on some projects with this laptop,1,0.92
{'It^s fun to use i just wish it would play @ max settings'},The person likes the graphics card driver of this laptop to play games on it,1,0.1
{'Great laptop. Really fast. Didn^t know it was a touch screen.'},The person likes that he/she can use this laptop for virtual teaching,1,0.9
"{'Love my new Lenova Yoga 9i.  Coming from a Microsoft Surface Pro, I knew I wanted something lightweight, that looks good, and doesn""t slow down while multi-tasking.  The Yoga checks all my boxes and the fact I got it on sale for $999 was the icing on the cake!  I tested the Lenova and Macbook Air, but returned the Air, as it was considerably slower than the Lenova or to upgrade the Air, it was several hundreds more.  My only negative is that I wish the battery lasted longer.'}",The person likes the speed of this laptop to multitask.,1,0.8
{'This is a great product was very pleased with it. It has a beautiful picture abd actually I love everything about this laptop. I would recommend this laptop to anybody.'},The person likes the screen resolution of this laptop,1,0.79
{'Very sleek design and great computing.  Lenovo has been a consistent brand'},The person likes to work on some projects with this laptop,1,0.96
{'Beautiful laptop.  Screen is amazing. Keyboard is nice.  No complaints at all.'},The person likes to teach on this laptop due to its microphone,1,0.82
"{'The wife absolutely loves this laptop. Performs well, and does everything she needs and more.'}",The person likes to work on some projects with this laptop,1,0.88
"{'Good help, solid product - would purchase again with the memory of this product'}",The person likes to work on some projects with this laptop,1,0.84
"{'Wonderful computerIt^s quick the I7 on it allows me to do most of my job function without any issues.I love the 2.8k OLED monitor that^s on this computer the contrast is amazing and so detailed. I also enjoy the weight and multiple security log in options I have for theirs computer. From finger print, Face ID, to pin, or Password it^s allows me to access my computer in different ways.'}",The person likes to do most of his/her job function on this laptop without any issues.,1,0.0
"{'Excellent laptop! This laptop is easier to use and faster than her past model, Lenovo. I highly recommend it!'}",The person likes to use this laptop due to its ease of use,1,0.1
{'I bought this for my young daughter She^s only 34 and had a stroke She loves her laptop from Dad and Mom So she can recover Thank You'},The person likes that she can do online school and virtual meetings using the computer of this laptop.,1,1.0
"{'Best laptop I^ve gotten for my partner, they love if'}",The person likes that this laptops microphone works well so he/she can hear the students,1,0.56
"{'Extremely pleased with this purchase. I previously owned a MacBook Air, but am much happier with this laptop and all of its features. Highly recommend!!'}",The person likes to work on some projects with this laptop,1,1.0
"{'The Lenovo Yoga 9i 2-in-1 14"" OLED Touch Laptop is a powerhouse device that combines exceptional performance, stunning display quality, and versatile functionality. Packed with top-notch features and powered by the Intel Evo platform, this laptop is designed to impress even the most demanding users.First and foremost, the 2.8K OLED touch display is a standout feature. The vibrant colors, deep blacks, and impressive contrast make everything on the screen look stunningly lifelike. Whether you""re watching movies, editing photos, or browsing the web, the visual experience is truly immersive. The touchscreen capability adds an extra layer of convenience and allows for smooth and intuitive navigation.Performance-wise, the Yoga 9i does not disappoint. The Intel Core i7-1360P processor, coupled with 16GB of memory, ensures that the laptop can handle multitasking with ease. Whether you""re running resource-intensive applications or working on several projects simultaneously, this laptop delivers seamless performance without any noticeable lag. The 512GB SSD provides ample storage space and ensures fast boot times and quick file transfers.The inclusion of the Lenovo Active Pen adds to the versatility of this device. With precise pressure sensitivity and palm-rejection technology, the pen allows for effortless drawing, note-taking, and creative work. It""s a great tool for artists, designers, and anyone who prefers the tactile experience of writing and drawing on a screen.Design-wise, the Yoga 9i is sleek and stylish. The ""Oatmeal"" color option gives it an elegant and sophisticated look. The 2-in-1 functionality allows you to use the laptop in various modes, including laptop, tent, stand, and tablet modes, providing flexibility for different tasks and settings.The keyboard is comfortable to type on, with well-spaced keys and good key travel. The touchpad is responsive and accurate, making navigation a breeze. Additionally, the laptop features a fingerprint reader for quick and secure login.In terms of connectivity, the Yoga 9i offers a good selection of ports, including Thunderbolt 4, USB 3.2 Type-A, and HDMI. The Thunderbolt 4 ports provide fast data transfer speeds and the ability to connect to multiple external displays.One minor drawback worth mentioning is the battery life. While it is decent, providing around 8-10 hours of usage, heavy usage or running power-hungry applications can drain the battery faster. It""s advisable to keep the charger handy for extended work sessions.Overall, the Lenovo Yoga 9i 2-in-1 14"" OLED Touch Laptop is an impressive device that combines power, versatility, and a stunning display. Whether you""re a creative professional, a student, or a business user, this laptop will exceed your expectations in terms of performance and functionality. With its sleek design, excellent keyboard, and inclusion of the Lenovo Active Pen, it offers an exceptional user experience. If you""re looking for a premium 2-in-1 laptop with outstanding performance, the Yoga 9i is definitely worth considering.'}",The person likes to work on some projects with this laptop,1,0.0
{'I love how it looks and works. Aesthetically pleasing and the specs are great too!'},The person likes the design and the size of this laptop,1,0.65
{'Amazing piece of equipment! It does everything I need it to do and more.'},The person likes that this laptop can be used for virtual teaching,1,0.86
{'Perfect for work. Usable in multiple ways. Easy to set up'},The person likes that he/she can use this laptop in multiple ways,1,0.0
"{'Still working on setup but going well. Very easy to use, love the speed.'}",The person likes to use this laptop in a variety of situations,1,0.1
"{'It^s a great computer! I^ve had it for a month now and although I was expecting a little more from it, I^m pleased with my purchase.( Also the color is oatmeal, not rose gold) Pro^s: The screen is amazing, the keyboard is nice. super durable, light, easy to travel with, and I love how big the trackpad is. Cons: The battery life is average (It could be worst, but I think it could be better). Also it does get a little warm in the back, but only every once in a while - I can^t tell if that would be a longterm occurrence. Overall, my biggest concern is I don^t think it^s that fast. I plan to use it for coding and I felt like it lagged a few times, but could be too soon to tell! So despite that, it^s still a great computer with nice features.'}",The Person Does Not Like To Teach From This Laptop As He Or She Doesnt Expect Its Speeds While Coding.,1,0.0
"{'Everything about this laptop is perfect, and it is very fast , easy to operate. Since I bought this I stop some my other laptops because this is more friendly to use'}",The person likes to work on some projects with this laptop,1,0.87
{'Absolutely love my new laptop! Extremely happy with the purchase.'},The person likes to work on some projects with this laptop,1,1.0
{'Great computer...love it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!'},The person likes to work on some projects with this laptop,1,0.78
{'Great screen and graphics. Fast and easy to function.'},The person likes to use this laptop for online shopping.,1,0.83
{'It is a beautiful laptop. How does windows hello work? I wish its easy to set up.'},The person likes the ease of setting up Windows Hello feature of this laptop.,1,0.0
"{'Totally recommended, it is a laptot with great specs, performance and screen'}",The person likes to work on some projects with this laptop,1,0.92
"{'Love this product so far, the most impressive is the colors and screen resolution.'}",The person likes the screen resolution of this laptop to view pictures on it.,1,0.0
{'Out of the gate? This machine is INCREDIBLE! I am writing this free-hand. Best purchase I have made in a long time!'},The person likes to work on some projects with this laptop,1,0.81
"{'I^ve had it for two weeks now. It^s been amazing, holding up very well. It works very smoothly and has a very trendy look and design. Love the color also! But, I would say battery life needs a bit more work.'}",The person likes to use this laptop for virtual teaching,1,1.0
"{'Lenovo Yoga is a nice, easy to use convertible laptop'}",The person likes that he/she can work on this laptop,1,1.0
{'Great product at a great price. Easy to set up and use immediately. Would not hesitate to recommend.'},The person likes that this laptop is easy to set up and use immediately.,1,0.0
{'It^s a nice computer over all the screen is super high quality! Overall no problems'},The person likes the touch screen feature of this laptop to work on projects,1,0.1
{'Good Good Good Good Good Good Good Good Good Good  good'},The person likes to work on some projects with this laptop,1,0.85
{'Very fast laptop and so many great ways to use it... Either as a tablet or a laptop. The only negative is there is no way to attach the pen to the laptop. But the laptop does come with a case that has a slot to store the pen.'},The person dont like that there is no way to attach the pen to this laptops hinge to write,1,0.0
{'Really liked the first Lenovo Laptop. It was time to get a up grade so we purchased the 2nd Lenovo. They are very reliable.'},The person likes to work on some projects with this laptop,1,0.98
{'Good product and value for money. Bust buy also help me save additional $109 as per price match policy on open excellent box.'},The person likes to work on some projects with this laptop,1,0.89
{'Easy to use and nice design. Definitely worth the purchase.'},The person likes that he/she can work on some projects with this laptop,1,0.78
"{'Bought this early in summer for my daughter to have ready to take to college with her in August. She""s been using it daily and it""s everything she needs it to be.. it""s durable, but lightweight enough to throw in a backpack.. can fold all the way back to be used with the included stylus to take notes. Paired with geek squad this should last her.'}",The person likes to work on some projects with this laptop,1,0.86
"{'I absolutely love my new laptop , it is really a great one.!!'}",The person likes that this laptop can be used for online teaching,1,0.96
{'This is a great laptop fits the needs we require it^s very fast streamline with a great processor would recommend it to anyone looking for a great lapto'},,1,0.96
{'I love this laptop it^s super fast I would definitely recommend this laptop to someone'},The person likes the touchscreen feature of this laptop to work on some projects,1,0.85
"{'Excellent Laptop i just so happen to purchase an Open box deal and i haven""t regret it best laptop on the market, Highly recommend in buying this laptop, Comes with a beautiful case and a precision pen, With a beautiful display'}",The person likes to work on some projects with this laptop,1,0.95
"{'Great laptop. Love the processor. Fast reliable, great for work. Lightweight. Top shelf laptop'}",The person likes to work on some projects with this laptop,1,0.1
"{'Looks beautiful, feels beautiful, sounds beautiful.'}",The person likes to teach with this laptop,1,0.97
"{'Have had use of it for a couple weeks and so enjoy it. Is quick, easy to use and long battery life, granted not playing games or watching movies on it yet, only work things, but really enjoy it after having a Surface for the last few years, the Yoga is also lightweight but allows me to do things the Surface would not.'}",The person likes to work on some projects with this laptop,1,0.1
{'I had such good online service and guidance in picking and purchasing a business laptop!'},The person likes the touchscreen function of this laptop to teach,1,0.85
{'Great laptop have used it for a while and had no issues.'},The person likes to work on some projects with this laptop,1,0.85
"{'Great Laptop for my use,  Good speed and options with Pen'}",The person likes that he/she can work on some projects with this laptop,1,0.9
"{'I love this laptop, it has everything I need to do my photo editing on photoshop and lightroom and keep up with many other things I normally do on a daily basis.I love it""s design, it""s color, it""s OS and the fact that it comes with a stylus pen, big plus for me. Also like the amount of storage memory and the RAM capacity/speed to run those two large programs mentioned before with ease. I""m so happy I bought this computer instead of the Surface Pro9, which I had in mind.'}",The person likes to edit photos on this laptop,1,0.71
{'Fantastic laptop speed processor amazing pictures and video quality'},The person likes to work on some projects with this laptop,1,0.9
"{'I love everything about this laptop, the touchscreen is unbelievable and the display is amazing. Great computer'}",The person likes to work on some projects with this laptop,1,0.95
"{'Definitely the best laptop I""ve ever bought. Battery life is good in power saving mode. Screen is very bright. I compared it with my MacBook pro m1 and the battery life is about the same when browsing the web. MacBook pro has deeper bass on the audio but this one is louder . Windows 11 runs very good on it and is far superior to mac os. Fingerprint reader isn""t very accurate. That""s about the only thing I dislike.'}",The person likes the battery life of this laptop when browsing the web.,1,0.0
"{'Great laptop, easy to carry. I love the oatmeal color.'}",The person likes to carry this laptop due to its weight,1,0.1
{'Picked this up for my nephew for a graduation gift.  Great to run all of his school programs from Office to programing languages including met lab'},The person likes the touchscreen of this laptop to draw and zoom in on things.,1,1.0
"{'I purchased this as a gift for my spouse.  I have not had much experience with Lenovo computers, but my spouse is extremely happy with it and is everything he wanted.'}",The user recommends this laptop due to its ability to use as an alternative work space during this time of distance learning,1,0.9
{'The computer is great and very light to carry and speed'},The person likes the lightweight of this laptop,1,0.73
"{'I love everything about it. The only thing i dont like it doesnt have the number keys on the side, personal preference!'}",The person likes that he/she can hear the microphone well in this laptop,1,0.85
"{'I was looking for a lightweight laptop that can handle frequent travel abuse and carries enough RAM. this laptop checks all those boxes and at a price that was hard to beat, as i found it at a great discount in Open Box excellent condition. To protect from a potential hinge issue down the road, I separately bought Lenovo Premier warranty for 3 years and still came out better than buying the brand new laptop.'}",The person likes the memory of this laptop to work in the office,1,0.8
"{'Very fast computer, great quality imaging, always i need'}",The person likes to work on some projects with this laptop,1,0.92
"{'I""m very happy with my new laptop. Everything I need works great.'}",The person likes to work on some projects with this laptop,1,0.86
"{'I""ve only had this computer for about a month but its just been great. The battery life lasts me a full day of using it, the 2-in-1 capabilities are flawless, and the pen is great for digital artwork, escpecially when pen pressure is utilized. The only issue I""ve had is that the pen will stop working for a few minutes when I""m using it. But overall a great computer...especially for digital artists...'}",The person likes to use this laptop for digital artwork,1,0.0
"{'Great Computer. It has really great quality and it runs really well, the speed is good too. A great computer for business, school, or just to have in general. I really loved it. And the pen feature is so good too.'}",The person likes to work on some projects with this laptop,1,0.77
"{'Excellent, easy to work with, reliable, perfect!!!!'}",The person likes to work on this laptop,1,0.1
"{'Perfect size for my small backpack. It comes with a case and a pen which is great as well. Everything running smooth so far, my only complaint is that the laptop does not come with an SD card slot, but looking into ways to still use it through the USB portoverall efficient laptop and very pleased with the 2-in-1 touch screen setup.'}",The person likes to work on some projects with this laptop,1,0.96
"{'Great laptop.  It""s fast and fairly light weight.  The cover is very nice, laptop fits snug and the flap has a magnet.  Lastly the color ""oatmeal"" does not describe the color.  It is a light gold color.  I thought I got the wrong laptop when it was delivered.  It""s very pretty.  All in all an excellent deal as an open box.'}",The person likes that he/she can work from anywhere with this laptop,1,1.0
{'We bought this for our granddaughter who will be a college freshman and she loves it. She said that it has all the programs and software that she needs.'},The Student likes the touchscreen feature of this laptop to take notes in class.,1,0.8
"{'This 2-in-1 is ALL the hype and more! Beautiful design and feel, lightening fast, and so many helpful features! My only tiny suggestion is that there was storage on the device for the s-pen, but that is it. 10/10 recommend!'}",The person likes to work on some projects with this laptop,1,0.9
{'The associate at the Best Buy where I paid for my new computer was very nice and helpful. My new Lenovo Yoga computer is a very nice upgrade from my old laptop.'},The person likes to work on some projects with this laptop,1,0.95
{'Awesome computer. Works well for work. Very fast and the screen is amazing.'},The person likes that the Microsoft Office applications suite works perfectly in this laptop,1,0.1
{'Sales associate called our attention to this computer.  He was really helpful and not pushy.  It was a great choice!'},The person likes that he/she can work on some projects with this laptop,1,0.77
{'Great Computer. My daughter loves IT! She says it is fast and beautiful.'},The person likes that he/she can work on some projects with this laptop,1,0.88
